adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
new,424,age,0.265,lexical,6.1293484218972398e-05,7.1690335128958853e-13,6.1293484219021309e-05,4.8908226911784789e-17,"[0.16823529411764707, 0.35819649318118563, 0.11821597550793209]",2,"new front ,new big ,new little ,new odd ,brave new ,new little ,new front ,new european ,new red ,major new ,new young ,new young ,new big ,nice new ,brave new ,brave new ,big new ,new european ,new european ,new little ,new special ,new young ,excellent new ,best new ,small new ,happy new ,new square ,major new ,major new ,new young ,new local ,new fresh ,nice new ,bright new ,major new ,nice new ,great new ,new european ,new deep ,big new ,new little ,new front ,nice new ,happy new ,silly new ,new white ,new little ,big new ,new big ,new white ,big new ,nice new ,happy new ,big new ,new quick ,new pink ,nice new ,nice new ,new back ,new back ,nice new ,new young ,young new ,nice new ,new european ,good new ,super new ,new strange ,brave new ,huge new ,big new ,major new ,useful new ,new posh ,important new ,brave new ,major new ,large new ,huge new ,brave new ,great new ,great new ,fantastic new ,fantastic new ,fresh new ,bright new ,great new ,major new ,smart new ,new small ,major new ,brilliant new ,new red ,significant new ,brave new ,brave new ,massive new ,major new ,new hard ,big new ,new blue ,new small ,small new ,european new ,bright new ,excellent new ,bright new ,cold new ,major new ,major new ,expensive new ,massive new ,exciting new ,huge new ,important new ,big new ,great new ,bright new ,small new ,great new ,beautiful new ,bright new ,fresh new ,heavy new ,large new ,pure new ,huge new ,excellent new ,strong new ,bright new ,exciting new ,major new ,fragile new ,major new ,new green ,great new ,super new ,major new ,strange new ,exciting new ,exciting new ,smart new ,smart new ,brave new ,new small ,major new ,expensive new ,hot new ,huge new ,beautiful new ,expensive new ,smart new ,huge new ,ugly new ,great new ,important new ,massive new ,big new ,major new ,major new ,major new ,new yellow ,enormous new ,nice new ,fresh new ,fresh new ,best new ,best new ,excellent new ,smart new ,fantastic new ,healthy new ,great new ,best new ,excellent new ,pretty new ,great new ,strange new ,shiny new ,nice new ,strong new ,new wooden ,new short ,major new ,new blue ,shiny new ,massive new ,new big ,huge new ,major new ,huge new ,strong new ,big new ,brave new ,great new ,bright new ,major new ,major new ,bright new ,major new ,major new ,fine new ,brave new ,important new ,major new ,good new ,fast new ,significant new ,significant new ,significant new ,significant new ,exciting new ,major new ,major new ,large new ,huge new ,smart new ,new green ,huge new ,great new ,great new ,huge new ,great new ,great new ,fast new ,great new ,best new ,large new ,large new ,great new ,major new ,delicious new ,smart new ,large new ,large new ,good new ,good new ,massive new ,good new ,small new ,posh new ,new big ,new plastic ,exciting new ,comfortable new ,expensive new ,major new ,major new ,exciting new ,best new ,brilliant new ,huge new ,major new ,major new ,little new ,significant new ,exciting new ,important new ,beautiful new ,new hard ,important new ,big new ,smart new ,fancy new ,major new ,important new ,strange new ,clear new ,large new ,major new ,large new ,major new ,great new ,new small ,exciting new ,exciting new ,major new ,exciting new ,beautiful new ,brave new ,strange new ,major new ,important new ,odd new ,major new ,great new ,important new ,exciting new ,brave new ,huge new ,exciting new ,great new ,mean new ,brilliant new ,major new ,major new ,big new ,strange new ,neat new ,shiny new ,major new ,major new ,major new ,large new ,major new ,major new ,new long ,brilliant new ,new big ,good new ,exciting new ,exciting new ,good new ,exciting new ,significant new ,new small ,excellent new ,significant new ,fancy new ,posh new ,strange new ,huge new ,nice new ,expensive new ,white new ,strange new ,new big ,exciting new ,great new ,central new ,best new ,major new ,best new ,exciting new ,exciting new ,significant new ,long new ,super new ,special new ,exciting new ,handy new ,new red ,smart new ,new smooth ,brave new ,strange new ,huge new ,strange new ,great new ,smart new ,strange new ,new red ,new wooden ,cheap new ,new big ,fantastic new ,strange new ,new short ,important new ,new small ,crisp new ,strange new ,brave new ,good new ,best new ,hot new ,brave new ,shiny new ,important new ,smart new ,major new ,large new ,new wooden ,brave new ,new yellow ,bright new ,best new ,brave new ,pure new ,pure new ,major new ,funny new ,happy new ,exciting new ,fresh new ,vicious new ,exciting new ,new red ,clean new ,happy new ,nice new ,new tiny ,important new ,great new ,american new ,exciting new ,significant new ,young new ,young new ,regular new ,major new ,regular new ,strong new ,massive new ,brave new ,little new ,large new ,ugly new ,exciting new ,exciting new ,exciting new ,large new ,exciting new ,new small ,delicious new ,new short ,best new ,massive new ,new plastic ,major new ,brave new ,good new ,excellent new ,exciting new ,","smart new ,smart new ,smart new ,nice new ,nice new ,nice new ,nice new ,new short ,new big ,pretty new ,new red ,clean new ,nice new ,nice new ,nice new ,happy new ,new sleepy ,happy new ,new sleepy ,new sleepy ,new little ,new little ,new little ,new little ,new little ,new little ,new little ,new little ,pretty new ,new little ,new little ,new young ,new young ,new clean ,new clean ,new young ,new young ,new young ,nice new ,fancy new ,new clean ,new clean ,new clean ,new young ,new clean ,new clean ,new young ,"
red,226,color,0.174166667,input,-0.078717508612881903,0.16016413948223623,0.0034659132653821209,0.082183421878264024,"[0.03303964757709251, 0.11166034669555797, 0.067375406283856992]",2,"regular red ,good red ,bright red ,little red ,little red ,little red ,little red ,nice red ,big red ,new red ,red hot ,little red ,little red ,long red ,long red ,long red ,little red ,big red ,small red ,heavy red ,little red ,big red ,red hot ,black red ,bright red ,red hot ,red green ,big red ,red hot ,little red ,dark red ,little red ,red gorgeous ,nice red ,famous red ,dark red ,good red ,tiny red ,famous red ,precious red ,bright red ,western red ,new red ,thin red ,deep red ,large red ,black red ,bright red ,great red ,brilliant red ,little red ,large red ,little red ,little red ,long red ,bright red ,little red ,small red ,little red ,pale red ,dark red ,deep red ,enormous red ,bright red ,huge red ,deep red ,great red ,bright red ,old red ,great red ,long red ,shiny red ,dark red ,fine red ,dark red ,red plastic ,great red ,cheap red ,shiny red ,cheap red ,old red ,large red ,dark red ,little red ,dirty red ,thin red ,bright red ,beautiful red ,little red ,western red ,bright red ,bright red ,beautiful red ,long red ,cheap red ,tall red ,large red ,rough red ,bright red ,great red ,heavy red ,best red ,fine red ,warm red ,soft red ,sweet red ,sweet red ,old red ,old red ,bright red ,human red ,bright red ,famous red ,fine red ,tiny red ,big red ,small red ,solid red ,light red ,solid red ,dark red ,dark red ,solid red ,bright red ,bright red ,deep red ,bright red ,wide red ,big red ,long red ,large red ,massive red ,normal red ,bright red ,local red ,tall red ,full red ,bright red ,dark red ,healthy red ,bright red ,old red ,dark red ,young red ,best red ,small red ,wild red ,tiny red ,short red ,brilliant red ,small red ,small red ,warm red ,tall red ,new red ,heavy red ,dirty red ,solid red ,old red ,local red ,plain red ,bright red ,light red ,new red ,strong red ,small red ,small red ,small red ,solid red ,bright red ,wide red ,bright red ,brilliant red ,beautiful red ,dark red ,tiny red ,huge red ,dark red ,little red ,small red ,large red ,great red ,dark red ,wide red ,small red ,long red ,cute red ,cute red ,famous red ,large red ,bright red ,strange red ,long red ,hollow red ,beautiful red ,shiny red ,little red ,plain red ,bright red ,bright red ,new red ,little red ,wide red ,british red ,big red ,little red ,tiny red ,bright red ,smooth red ,deep red ,dark red ,dark red ,bright red ,bright red ,little red ,little red ,bright red ,bright red ,bright red ,large red ,dry red ,large red ,deep red ,small red ,small red ,small red ,","big red ,wee red ,wee red ,wee red ,wee red ,big red ,little red ,little red ,little red ,purple red ,little red ,new red ,bright red ,big red ,red blue ,red blue ,red blue ,big red ,little red ,little red ,little red ,big red ,big red ,big red ,big red ,little red ,little red ,big red ,big red ,big red ,big red ,little red ,big red ,little red ,little red ,little red ,big red ,big red ,big red ,big red ,big red ,big red ,big red ,little red ,little red ,little red ,blue red ,nice red ,bright red ,little red ,little red ,nice red ,little red ,little red ,blue red ,blue red ,nice red ,little red ,little red ,nice red ,blue red ,blue red ,little red ,little red ,small red ,blue red ,small red ,little red ,big red ,little red ,little red ,nice red ,red purple ,little red ,little red ,small red ,nice red ,little red ,small red ,small red ,little red ,little red ,little red ,nice red ,nice red ,nice red ,little red ,little red ,small red ,little red ,little red ,nice red ,big red ,nice red ,little red ,little red ,big red ,blue red ,little red ,nice red ,blue red ,little red ,nice red ,little red ,little red ,small red ,nice red ,nice red ,red purple ,small red ,blue red ,big red ,big red ,nice red ,nice red ,little red ,little red ,little red ,little red ,nice red ,little red ,bright red ,"
full,14,physical,0.384444444,sub,-0.16673716245980846,0.018075308641975315,0.072605126099111392,0.23934228855891987,"[0.6333333333333333, 0.48091100579252238, 0.30055292259083727]",2,"full back ,final full ,great full ,full basic ,full front ,full european ,pretty full ,open full ,massive full ,full open ,full old ,full brown ,full brown ,full red ,","nice full ,nice full ,nice full ,cold full ,"
cozy,5,value,0.683333333,input,-0.11959237343852736,0.41666666666666663,0.1299145299145299,0.24950690335305725,"[0.5833333333333334, 0.8700854700854701, 0.75049309664694275]",2,"nice cozy ,cozy little ,tiny cozy ,cozy little ,cozy old ,","nice cozy ,"
french,8,nationality,0.278888889,lexical,0.71587252969205328,0.019451873672474394,0.96886199451058885,0.25298946481853557,"[0.3888888888888889, 0.0039463299131807421, 0.15785319652722968]",2,"french just ,famous french ,little french ,best french ,best french ,old french ,french blue ,french blue ,","little french ,little french ,big french ,big french ,big french ,big french ,big french ,big french ,"
quick,10,speed,0.561111111,lexical,0.05095193905817183,0.16735537190082642,0.23477850155817179,0.18382656249999996,"[0.5909090909090909, 0.51546052631578942, 0.57125000000000004]",2,"little quick ,quick slick ,quick rough ,final quick ,quick little ,quick easy ,new quick ,nice quick ,quick little ,quick good ,","pretty quick ,wee quick ,"
merry,N/A,human,0.72,N/A,0.0,0.5,0.5,0.5,not in input,2,,"merry old ,"
strong,23,physical,0.64375,lexical,1.5615641087653951e-15,5.3441087187372178e-34,1.5615641087695467e-15,4.1515335763821227e-27,"[0.7708333333333334, 0.4808883616712798, 0.68907341505206277]",2,"huge strong ,strong brown ,best strong ,strong clear ,strong maternal ,good strong ,strong regional ,strong regional ,large strong ,good strong ,strong common ,strong green ,strong yellow ,strong new ,strong new ,strong old ,strong short ,strong new ,strong blue ,strong blue ,strong red ,strong new ,strong brown ,","big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,thick strong ,thick strong ,thick strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,thick strong ,"
super,9,value,0.770833333,lexical,0.0099986843836337158,0.84999999999999998,0.87028022628601498,0.86028154190238126,"[0.85, 0.87028022628601498, 0.86028154190238126]",2,"super human ,super little ,super little ,super little ,old super ,super warm ,super new ,super new ,super new ,","super fast ,"
dry,13,physical,0.3375,sub,-0.25424509674871665,0.25,0.51908648150585757,0.77333157825457421,"[0.75, 0.48091351849414243, 0.22666842174542581]",2,"clean dry ,good dry ,old dry ,dry hot ,dry little ,dry brown ,dry hard ,dry long ,dry brown ,dry yellow ,dry old ,dry old ,dry red ,","nice dry ,"
great,235,value,0.838,input,-0.051671020702490064,0.085637767119002048,0.0011101630988120796,0.052781183801302145,"[0.9555084745762712, 0.88162711864406784, 0.9469830508474576]",2,"great hard ,great big ,great big ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great white ,great big ,great thick ,great long ,great full ,great big ,great big ,great big ,great big ,great big ,great long ,great long ,great big ,great long ,great inner ,great big ,great big ,great big ,great big ,great big ,great huge ,great huge ,great old ,old great ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great european ,great big ,great big ,great big ,great big ,great big ,great big ,enormous great ,great big ,great white ,grand great ,great big ,great big ,okay great ,great long ,great new ,enormous great ,great big ,great big ,great big ,great huge ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great shiny ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great horrible ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great blue ,enormous great ,great big ,great big ,great major ,great british ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great enormous ,enormous great ,huge great ,great big ,great big ,huge great ,great british ,great big ,great big ,great big ,great dark ,great big ,great big ,great big ,great big ,huge great ,great green ,great new ,great new ,great new ,great old ,great good ,great new ,great red ,great new ,great big ,great blue ,great new ,great old ,great new ,great big ,great red ,great red ,great new ,great red ,great new ,great old ,great good ,great long ,great big ,great new ,great big ,great new ,great new ,great new ,great new ,great new ,great new ,great good ,great wooden ,great big ,great red ,great long ,great green ,great huge ,great big ,great big ,great blue ,great blue ,great big ,great new ,great new ,great new ,great big ,great long ,great big ,great new ,great wooden ,great good ,great new ,great blue ,great big ,great red ,great old ,great soft ,great new ,great big ,great big ,great big ,great big ,great brown ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,","great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great long ,great big ,great big ,great big ,great little ,great big ,great big ,great big ,great little ,great little ,great big ,great big ,great little ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,"
instant,N/A,speed,0.251111111,N/A,0.0,0.25,0.25,0.25,not in input,2,,"instant mean ,instant mean ,"
weird,3,value,0.815,input,0.030761141054292063,0.625,0.13001183120809778,0.099250690153805721,"[0.375, 0.86998816879190222, 0.90074930984619428]",2,"old weird ,little weird ,weird old ,","little weird ,"
loud,1,physical,0.48,sub,-0.064740136865058306,0.0625,0.26941952624356402,0.33415966310862233,"[0.75, 0.48094361939808122, 0.421934551189381]",2,"loud good ,","big loud ,pretty loud ,"
golden,6,color,0.33625,input,-0.10336664913203576,0.6428571428571429,0.12289584429247764,0.22626249342451341,"[0.6428571428571429, 0.12289584429247764, 0.22626249342451341]",2,"golden dead ,big golden ,big golden ,golden brown ,golden yellow ,golden yellow ,","golden delicious ,"
major,67,value,0.607142857,input,0.24048786954792523,0.96323529411764708,0.87312740289009683,0.6326395333421716,"[0.9632352941176471, 0.87312740289009683, 0.6326395333421716]",2,"major long ,major internal ,major european ,major new ,major local ,major new ,major new ,clear major ,major new ,great major ,major important ,major regional ,major regional ,major international ,major european ,major new ,major international ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major green ,major new ,major new ,major new ,major new ,major new ,major old ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major new ,major hard ,major big ,major new ,major wooden ,major new ,","major big ,"
naughty,1,human,0.723,sub,-0.34231476049148507,0.31640625,0.005051143558410927,0.34736590404989598,"[0.75, 0.26659219345511892, 0.7677092916283349]",2,"naughty little ,","naughty little ,naughty little ,naughty little ,naughty little ,"
simple,16,value,0.638571429,lexical,0.18705557018698971,0.61764705882352944,0.87062154332367658,0.68356597313668688,"[0.6176470588235294, 0.87062154332367658, 0.68356597313668688]",2,"little simple ,simple practical ,nice simple ,nice simple ,simple little ,nice simple ,short simple ,silly simple ,simple wooden ,simple wooden ,simple wooden ,simple wooden ,simple wooden ,simple bad ,simple green ,simple wooden ,","simple old ,"
sweet,11,physical,0.724666667,input,-0.36471598542698247,0.9184027777777779,0.23128264395611997,0.59599862938310244,"[0.9583333333333334, 0.48091854191340966, 0.77200947493091199]",2,"sweet chinese ,sweet little ,sweet old ,sweet little ,sweet old ,sweet old ,sweet good ,sweet old ,sweet red ,sweet red ,sweet old ,","sweet little ,sweet little ,"
fancy,5,value,0.673636364,input,-0.11517116652246054,0.30381944444444436,0.04405534670360442,0.15922651322606496,"[0.5833333333333334, 0.8700854700854701, 0.73044049967126889]",2,"nice fancy ,fancy gold ,little fancy ,fancy new ,fancy new ,","little fancy ,little fancy ,fancy new ,"
tiny,103,dimension,0.414444444,sub,-2.9743252591239215e-05,6.3829742488364176e-18,8.4434984732579214e-20,2.9743252591239299e-05,"[0.6105769230769231, 0.63767150659384575, 0.33708538697215934]",2,"little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,tiny thin ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,tiny little ,tiny little ,tiny little ,tiny little ,tiny back ,tiny little ,little tiny ,little tiny ,tiny little ,tiny cozy ,tiny little ,tiny little ,tiny little ,tiny little ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,tiny white ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,tiny black ,tiny little ,tiny little ,little tiny ,little tiny ,tiny little ,tiny blue ,tiny little ,little tiny ,tiny little ,tiny little ,tiny wooden ,tiny blue ,tiny red ,tiny yellow ,tiny green ,tiny yellow ,tiny blue ,tiny old ,tiny yellow ,tiny blue ,little tiny ,tiny hard ,tiny blue ,special tiny ,tiny red ,little tiny ,tiny wooden ,tiny wooden ,little tiny ,tiny blue ,tiny wooden ,tiny wooden ,tiny red ,tiny hard ,tiny red ,tiny old ,tiny wooden ,new tiny ,tiny blue ,tiny red ,","wee tiny ,wee tiny ,wee tiny ,wee tiny ,wee tiny ,wee tiny ,wee tiny ,tiny little ,wee tiny ,little tiny ,tiny little ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,"
delicious,3,value,0.789285714,sub,-0.0042723807019849902,0.125,0.13001183120809778,0.13428421191008277,"[0.875, 0.86998816879190222, 0.86571578808991723]",2,"delicious new ,delicious fresh ,delicious new ,","golden delicious ,"
chubby,N/A,dimension,0.723571429,N/A,0.0,0.0625,0.0625,0.0625,not in input,2,,"chubby little ,chubby little ,chubby little ,chubby little ,"
thick,51,dimension,0.596153846,input,0.01495157045652043,0.23687921336254503,0.22811036510183202,0.21315879464531159,"[0.6442307692307693, 0.63672443444900118, 0.62375975658155836]",2,"thick wet ,thick brown ,great thick ,thick wooden ,big thick ,thick blue ,blue thick ,big thick ,big thick ,big thick ,thick old ,white thick ,big thick ,thick black ,heavy thick ,big thick ,nice thick ,nice thick ,thick white ,nice thick ,nice thick ,nice thick ,nice thick ,big thick ,big thick ,thick blue ,thick purple ,thick brown ,thick wooden ,thick fresh ,thick wooden ,thick brown ,thick brown ,thick soft ,thick green ,thick brown ,thick hard ,thick blue ,thick yellow ,thick brown ,thick green ,thick green ,thick yellow ,thick soft ,thick green ,thick blue ,thick brown ,thick green ,thick blue ,thick purple ,thick brown ,","awful thick ,thick strong ,thick strong ,thick strong ,thick strong ,thick strong ,"
open,19,dimension,0.422857143,sub,-0.28843367145303656,0.625,0.36385192991700699,0.65228560137004354,"[0.375, 0.63614807008299301, 0.34771439862995651]",2,"big open ,large open ,wide open ,open square ,open square ,big open ,big open ,flat open ,nice open ,large open ,wide open ,open full ,open back ,open top ,big open ,wide open ,full open ,open huge ,open brown ,","wide open ,"
